Project_Name,Project_URL,Project_Hash,Test_id,Detected,Have_Patch,OD_Type,Polluter_or_Setter,Cleaner
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_append_data[v_drizzle],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_append_data[v_drizzle_bias],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_append_data[v_drizzle_error],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_calc_derived_products[drizzle_N],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_calc_derived_products[drizzle_lwc],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_calc_derived_products[drizzle_lwf],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_calc_derived_products[v_air],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_calc_derived_products[v_drizzle],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_init_variables[Do],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_init_variables[S],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_init_variables[beta_corr],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_init_variables[mu],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_update_result_tables[Do-10],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_update_result_tables[S-93.7247943],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_drizzle.py::test_update_result_tables[mu--1],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_lwc.py::test_init_status[0],True,False,victim,False,False
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_lwc.py::test_update_status[0],True,True,victim,True,True
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_lwc.py::test_update_status[1],True,True,victim,True,True
